Equation, Degree, Coefficients, Number of points, Epsilon, Connected components
x^2 + y^2 + z^2 - 1,2,3,500,0.1,152
x^2 + y^2 + z^2 - 1,2,3,500,0.1,153
"x^2 + y^2 + z^2 - 1",3,2,3,500,0.1,138
x^2 + y^2 + z^2 - 1,3,2,3,500,0.1,143
