Equation, Degree, Coefficients, Number of points, Epsilon, Connected components
17*u**4 - 7*v**4 + 5,4,24.0,1000,0.2,11
17*u**4 - 7*v**4 + 5,4,24.0,1000,0.15,15
-5*u**3 - 19*v**2 - 3,3,24.0,250,0.3,38
-5*u**3 - 19*v**2 - 3,3,24.0,250,0.25,51
-5*u**3 - 19*v**2 - 3,3,24.0,250,0.2,59
-5*u**3 - 19*v**2 - 3,3,24.0,250,0.15,60
-5*u**3 - 19*v**2 - 3,3,24.0,250,0.1,71
-5*u**3 - 19*v**2 - 3,3,24.0,500,0.3,48
-5*u**3 - 19*v**2 - 3,3,24.0,500,0.25,58
-5*u**3 - 19*v**2 - 3,3,24.0,500,0.2,65
-5*u**3 - 19*v**2 - 3,3,24.0,500,0.15,72
-5*u**3 - 19*v**2 - 3,3,24.0,500,0.1,102
-5*u**3 - 19*v**2 - 3,3,24.0,750,0.3,38
-5*u**3 - 19*v**2 - 3,3,24.0,750,0.25,50
-5*u**3 - 19*v**2 - 3,3,24.0,750,0.2,75
-5*u**3 - 19*v**2 - 3,3,24.0,750,0.15,79
-5*u**3 - 19*v**2 - 3,3,24.0,750,0.1,110
-5*u**3 - 19*v**2 - 3,3,24.0,1000,0.3,39
-5*u**3 - 19*v**2 - 3,3,24.0,1000,0.25,56
-5*u**3 - 19*v**2 - 3,3,24.0,1000,0.2,63
-5*u**3 - 19*v**2 - 3,3,24.0,1000,0.15,76
-5*u**3 - 19*v**2 - 3,3,24.0,1000,0.1,118
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,250,0.3,25
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,250,0.25,40
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,250,0.2,75
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,250,0.15,148
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,250,0.1,210
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,500,0.3,5
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,500,0.25,15
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,500,0.2,73
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,500,0.15,185
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,500,0.1,372
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,750,0.25,5
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,750,0.2,37
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,750,0.15,160
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,1000,0.3,1
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,1000,0.25,11
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,1000,0.2,41
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,1000,0.15,155
-45*u**4 - 46*v**4 - 5*w**4 - 13*x**2 + 4,4,109.0,1000,0.1,520
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,250,0.3,1
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,250,0.25,1
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,250,0.2,11
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,250,0.15,37
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,250,0.1,80
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,500,0.3,1
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,500,0.25,1
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,500,0.2,5
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,500,0.15,13
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,500,0.1,73
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,750,0.3,1
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,750,0.25,1
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,750,0.2,1
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,750,0.15,3
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,750,0.1,51
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,1000,0.3,1
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,1000,0.25,1
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,1000,0.2,1
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,1000,0.15,3
6*u**4 + 30*v**4 + 15*w**2 - 5,4,51.0,1000,0.1,29
64*u**4 - 400*u**2*v**3 - 80*u**2 + 625*v**6 + 250*v**3 + 25,6,1419.0,250,0.3,2
64*u**4 - 400*u**2*v**3 - 80*u**2 + 625*v**6 + 250*v**3 + 25,6,1419.0,250,0.25,2
64*u**4 - 400*u**2*v**3 - 80*u**2 + 625*v**6 + 250*v**3 + 25,6,1419.0,250,0.2,2
64*u**4 - 400*u**2*v**3 - 80*u**2 + 625*v**6 + 250*v**3 + 25,6,1419.0,250,0.15,1
64*u**4 - 400*u**2*v**3 - 80*u**2 + 625*v**6 + 250*v**3 + 25,6,1419.0,250,0.1,2
64*u**4 - 400*u**2*v**3 - 80*u**2 + 625*v**6 + 250*v**3 + 25,6,1419.0,500,0.25,1
64*u**4 - 400*u**2*v**3 - 80*u**2 + 625*v**6 + 250*v**3 + 25,6,1419.0,500,0.2,3
64*u**4 - 400*u**2*v**3 - 80*u**2 + 625*v**6 + 250*v**3 + 25,6,1419.0,500,0.15,3
64*u**4 - 400*u**2*v**3 - 80*u**2 + 625*v**6 + 250*v**3 + 25,6,1419.0,500,0.1,2
64*u**4 - 400*u**2*v**3 - 80*u**2 + 625*v**6 + 250*v**3 + 25,6,1419.0,750,0.25,2
64*u**4 - 400*u**2*v**3 - 80*u**2 + 625*v**6 + 250*v**3 + 25,6,1419.0,750,0.2,2
64*u**4 - 400*u**2*v**3 - 80*u**2 + 625*v**6 + 250*v**3 + 25,6,1419.0,750,0.15,1
64*u**4 - 400*u**2*v**3 - 80*u**2 + 625*v**6 + 250*v**3 + 25,6,1419.0,1000,0.3,1
64*u**4 - 400*u**2*v**3 - 80*u**2 + 625*v**6 + 250*v**3 + 25,6,1419.0,1000,0.25,2
64*u**4 - 400*u**2*v**3 - 80*u**2 + 625*v**6 + 250*v**3 + 25,6,1419.0,1000,0.1,3
-24*u**4 - 16*v + 3,4,40.0,250,0.3,18
-24*u**4 - 16*v + 3,4,40.0,250,0.25,18
-24*u**4 - 16*v + 3,4,40.0,250,0.2,22
-24*u**4 - 16*v + 3,4,40.0,250,0.15,21
-24*u**4 - 16*v + 3,4,40.0,250,0.1,17
-24*u**4 - 16*v + 3,4,40.0,500,0.3,22
-24*u**4 - 16*v + 3,4,40.0,500,0.25,19
-24*u**4 - 16*v + 3,4,40.0,500,0.2,17
-24*u**4 - 16*v + 3,4,40.0,500,0.15,28
-24*u**4 - 16*v + 3,4,40.0,500,0.1,26
-24*u**4 - 16*v + 3,4,40.0,750,0.25,23
-24*u**4 - 16*v + 3,4,40.0,750,0.2,37
-24*u**4 - 16*v + 3,4,40.0,750,0.15,39
-24*u**4 - 16*v + 3,4,40.0,750,0.1,46
-24*u**4 - 16*v + 3,4,40.0,1000,0.3,32
-24*u**4 - 16*v + 3,4,40.0,1000,0.25,33
-24*u**4 - 16*v + 3,4,40.0,1000,0.2,34
-24*u**4 - 16*v + 3,4,40.0,1000,0.15,40
-24*u**4 - 16*v + 3,4,40.0,1000,0.1,48
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,250,0.3,1
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,250,0.25,1
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,250,0.2,1
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,250,0.15,1
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,250,0.1,3
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,500,0.3,1
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,500,0.25,1
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,500,0.2,1
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,500,0.15,6
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,500,0.1,1
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,750,0.3,3
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,750,0.2,3
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,750,0.15,3
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,750,0.1,3
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,1000,0.3,1
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,1000,0.25,1
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,1000,0.2,1
100*u**4 - 700*u**2*v**4 - 880*u**2*w**2 + 60*u**2 + 1225*v**8 + 3080*v**4*w**2 - 210*v**4 + 1936*w**4 - 264*w**2 + 9,8,8455.0,1000,0.15,2
11*u**4 + 32*v**2 - 3,4,43.0,250,0.3,1
11*u**4 + 32*v**2 - 3,4,43.0,250,0.2,1
11*u**4 + 32*v**2 - 3,4,43.0,250,0.15,1
11*u**4 + 32*v**2 - 3,4,43.0,250,0.1,1
11*u**4 + 32*v**2 - 3,4,43.0,500,0.3,1
11*u**4 + 32*v**2 - 3,4,43.0,500,0.25,1
11*u**4 + 32*v**2 - 3,4,43.0,500,0.2,1
11*u**4 + 32*v**2 - 3,4,43.0,500,0.15,1
11*u**4 + 32*v**2 - 3,4,43.0,500,0.1,1
11*u**4 + 32*v**2 - 3,4,43.0,750,0.3,1
11*u**4 + 32*v**2 - 3,4,43.0,750,0.25,1
11*u**4 + 32*v**2 - 3,4,43.0,750,0.2,1
11*u**4 + 32*v**2 - 3,4,43.0,750,0.15,1
11*u**4 + 32*v**2 - 3,4,43.0,750,0.1,1
11*u**4 + 32*v**2 - 3,4,43.0,1000,0.3,1
11*u**4 + 32*v**2 - 3,4,43.0,1000,0.25,1
11*u**4 + 32*v**2 - 3,4,43.0,1000,0.2,1
11*u**4 + 32*v**2 - 3,4,43.0,1000,0.15,1
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,250,0.3,1
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,250,0.25,1
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,250,0.2,1
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,250,0.15,4
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,250,0.1,3
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,500,0.3,7
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,500,0.25,4
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,500,0.2,3
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,500,0.15,8
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,500,0.1,3
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,750,0.3,3
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,750,0.25,4
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,750,0.2,6
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,750,0.15,2
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,750,0.1,7
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,1000,0.3,2
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,1000,0.25,5
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,1000,0.15,2
16*u**6 - 208*u**3*v**4 + 72*u**3*w + 40*u**3*x**2 + 24*u**3 + 676*v**8 - 468*v**4*w - 260*v**4*x**2 - 156*v**4 + 81*w**2 + 90*w*x**2 + 54*w + 25*x**4 + 30*x**2 + 9,8,2200.0,1000,0.1,3
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,250,0.3,54
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,250,0.25,62
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,250,0.2,67
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,250,0.15,105
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,250,0.1,140
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,500,0.3,104
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,500,0.25,112
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,500,0.2,132
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,500,0.15,153
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,500,0.1,191
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,750,0.2,171
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,750,0.15,175
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,750,0.1,242
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,1000,0.3,195
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,1000,0.2,230
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,1000,0.15,253
37*u**4 - v**2 - 27*w**3 - 3,4,65.0,1000,0.1,306
33*u**4 - 45*v**4 + 15*w + 4,4,93.0,250,0.3,37
-42*u**4 - 8*v**3 - 3,4,50.0,250,0.3,35
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,250,0.3,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,250,0.25,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,250,0.2,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,250,0.15,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,250,0.1,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,500,0.3,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,500,0.25,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,500,0.2,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,500,0.15,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,500,0.1,2
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,750,0.3,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,750,0.25,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,750,0.2,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,750,0.15,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,750,0.1,3
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,1000,0.3,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,1000,0.2,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,1000,0.15,1
1681*u**6 + 3116*u**3*v**3 - 82*u**3 + 1444*v**6 - 76*v**3 + 1,6,6399.0,1000,0.1,2
-20*u - 41*v**2 + 24*w**3 - 22*x**2 + 4,3,107.0,250,0.25,98
-20*u - 41*v**2 + 24*w**3 - 22*x**2 + 4,3,107.0,250,0.2,110
-20*u - 41*v**2 + 24*w**3 - 22*x**2 + 4,3,107.0,250,0.15,139
-20*u - 41*v**2 + 24*w**3 - 22*x**2 + 4,3,107.0,250,0.1,162
-20*u - 41*v**2 + 24*w**3 - 22*x**2 + 4,3,107.0,500,0.3,174
-20*u - 41*v**2 + 24*w**3 - 22*x**2 + 4,3,107.0,500,0.15,238
-20*u - 41*v**2 + 24*w**3 - 22*x**2 + 4,3,107.0,500,0.1,285
-20*u - 41*v**2 + 24*w**3 - 22*x**2 + 4,3,107.0,750,0.25,253
-20*u - 41*v**2 + 24*w**3 - 22*x**2 + 4,3,107.0,750,0.15,314
-20*u - 41*v**2 + 24*w**3 - 22*x**2 + 4,3,107.0,750,0.1,406
1681*u**6 + 574*u**3*v**3 + 246*u**3 + 49*v**6 + 42*v**3 + 9,6,2592.0,250,0.3,1
1681*u**6 + 574*u**3*v**3 + 246*u**3 + 49*v**6 + 42*v**3 + 9,6,2592.0,250,0.25,1
1681*u**6 + 574*u**3*v**3 + 246*u**3 + 49*v**6 + 42*v**3 + 9,6,2592.0,250,0.2,1
1681*u**6 + 574*u**3*v**3 + 246*u**3 + 49*v**6 + 42*v**3 + 9,6,2592.0,250,0.15,1
1681*u**6 + 574*u**3*v**3 + 246*u**3 + 49*v**6 + 42*v**3 + 9,6,2592.0,250,0.1,1
1681*u**6 + 574*u**3*v**3 + 246*u**3 + 49*v**6 + 42*v**3 + 9,6,2592.0,500,0.3,1
1681*u**6 + 574*u**3*v**3 + 246*u**3 + 49*v**6 + 42*v**3 + 9,6,2592.0,500,0.25,1
1681*u**6 + 574*u**3*v**3 + 246*u**3 + 49*v**6 + 42*v**3 + 9,6,2592.0,500,0.1,2
1681*u**6 + 574*u**3*v**3 + 246*u**3 + 49*v**6 + 42*v**3 + 9,6,2592.0,750,0.3,1
1681*u**6 + 574*u**3*v**3 + 246*u**3 + 49*v**6 + 42*v**3 + 9,6,2592.0,750,0.25,1
1681*u**6 + 574*u**3*v**3 + 246*u**3 + 49*v**6 + 42*v**3 + 9,6,2592.0,750,0.2,1
1681*u**6 + 574*u**3*v**3 + 246*u**3 + 49*v**6 + 42*v**3 + 9,6,2592.0,1000,0.3,1
1681*u**6 + 574*u**3*v**3 + 246*u**3 + 49*v**6 + 42*v**3 + 9,6,2592.0,1000,0.25,2
1681*u**6 + 574*u**3*v**3 + 246*u**3 + 49*v**6 + 42*v**3 + 9,6,2592.0,1000,0.2,2
31*u**3 - v**4 + 36*w**2 + 4,4,68.0,250,0.3,172
31*u**3 - v**4 + 36*w**2 + 4,4,68.0,250,0.25,172
31*u**3 - v**4 + 36*w**2 + 4,4,68.0,250,0.2,185
31*u**3 - v**4 + 36*w**2 + 4,4,68.0,250,0.15,202
31*u**3 - v**4 + 36*w**2 + 4,4,68.0,500,0.25,321
31*u**3 - v**4 + 36*w**2 + 4,4,68.0,500,0.2,337
31*u**3 - v**4 + 36*w**2 + 4,4,68.0,500,0.15,405
31*u**3 - v**4 + 36*w**2 + 4,4,68.0,500,0.1,395
31*u**3 - v**4 + 36*w**2 + 4,4,68.0,750,0.3,418
31*u**3 - v**4 + 36*w**2 + 4,4,68.0,750,0.25,455
31*u**3 - v**4 + 36*w**2 + 4,4,68.0,750,0.15,516
31*u**3 - v**4 + 36*w**2 + 4,4,68.0,750,0.1,573
31*u**3 - v**4 + 36*w**2 + 4,4,68.0,1000,0.3,506
31*u**3 - v**4 + 36*w**2 + 4,4,68.0,1000,0.15,656
31*u**3 - v**4 + 36*w**2 + 4,4,68.0,1000,0.1,743
1849*u**6 - 1118*u**3*v - 1978*u**3*w**2 - 1978*u**3*x**2 - 172*u**3 + 169*v**2 + 598*v*w**2 + 598*v*x**2 + 52*v + 529*w**4 + 1058*w**2*x**2 + 92*w**2 + 529*x**4 + 92*x**2 + 4,6,10812.0,250,0.3,2
1849*u**6 - 1118*u**3*v - 1978*u**3*w**2 - 1978*u**3*x**2 - 172*u**3 + 169*v**2 + 598*v*w**2 + 598*v*x**2 + 52*v + 529*w**4 + 1058*w**2*x**2 + 92*w**2 + 529*x**4 + 92*x**2 + 4,6,10812.0,250,0.25,2
1849*u**6 - 1118*u**3*v - 1978*u**3*w**2 - 1978*u**3*x**2 - 172*u**3 + 169*v**2 + 598*v*w**2 + 598*v*x**2 + 52*v + 529*w**4 + 1058*w**2*x**2 + 92*w**2 + 529*x**4 + 92*x**2 + 4,6,10812.0,250,0.2,3
1849*u**6 - 1118*u**3*v - 1978*u**3*w**2 - 1978*u**3*x**2 - 172*u**3 + 169*v**2 + 598*v*w**2 + 598*v*x**2 + 52*v + 529*w**4 + 1058*w**2*x**2 + 92*w**2 + 529*x**4 + 92*x**2 + 4,6,10812.0,250,0.15,1
1849*u**6 - 1118*u**3*v - 1978*u**3*w**2 - 1978*u**3*x**2 - 172*u**3 + 169*v**2 + 598*v*w**2 + 598*v*x**2 + 52*v + 529*w**4 + 1058*w**2*x**2 + 92*w**2 + 529*x**4 + 92*x**2 + 4,6,10812.0,500,0.3,2
1849*u**6 - 1118*u**3*v - 1978*u**3*w**2 - 1978*u**3*x**2 - 172*u**3 + 169*v**2 + 598*v*w**2 + 598*v*x**2 + 52*v + 529*w**4 + 1058*w**2*x**2 + 92*w**2 + 529*x**4 + 92*x**2 + 4,6,10812.0,500,0.25,1
1849*u**6 - 1118*u**3*v - 1978*u**3*w**2 - 1978*u**3*x**2 - 172*u**3 + 169*v**2 + 598*v*w**2 + 598*v*x**2 + 52*v + 529*w**4 + 1058*w**2*x**2 + 92*w**2 + 529*x**4 + 92*x**2 + 4,6,10812.0,500,0.2,1
