Equation, Degree, Coefficients, Number of points, Epsilon, Connected components
-5*u**4 + 42*v - 39*w + 42*x**4 - 5,4,128.0,250,0.2,143
-5*u**4 + 42*v - 39*w + 42*x**4 - 5,4,128.0,500,0.3,212
-5*u**4 + 42*v - 39*w + 42*x**4 - 5,4,128.0,500,0.2,226
-5*u**4 + 42*v - 39*w + 42*x**4 - 5,4,128.0,500,0.15,289
-5*u**4 + 42*v - 39*w + 42*x**4 - 5,4,128.0,500,0.1,305
-5*u**4 + 42*v - 39*w + 42*x**4 - 5,4,128.0,750,0.3,295
-5*u**4 + 42*v - 39*w + 42*x**4 - 5,4,128.0,750,0.25,322
-5*u**4 + 42*v - 39*w + 42*x**4 - 5,4,128.0,750,0.1,459
-5*u**4 + 42*v - 39*w + 42*x**4 - 5,4,128.0,1000,0.3,334
-5*u**4 + 42*v - 39*w + 42*x**4 - 5,4,128.0,1000,0.25,400
-5*u**4 + 42*v - 39*w + 42*x**4 - 5,4,128.0,1000,0.2,463
-5*u**4 + 42*v - 39*w + 42*x**4 - 5,4,128.0,1000,0.15,526
-13*u**4 - 10*v**3 - 2,4,23.0,250,0.3,41
-13*u**4 - 10*v**3 - 2,4,23.0,250,0.15,37
-13*u**4 - 10*v**3 - 2,4,23.0,500,0.2,42
-13*u**4 - 10*v**3 - 2,4,23.0,750,0.2,51
-13*u**4 - 10*v**3 - 2,4,23.0,750,0.15,86
-13*u**4 - 10*v**3 - 2,4,23.0,1000,0.3,38
13*u**3 - 42*v + 43*w**3 - 19*x**3 + 2,3,117.0,500,0.3,151
-32*u**2 + 30*v**3 + 26*w**2 - 4*x + 1,3,92.0,250,0.25,106
-32*u**2 + 30*v**3 + 26*w**2 - 4*x + 1,3,92.0,500,0.1,269
46*u**3 + 34*v**4 - 36*w - 3,4,116.0,250,0.2,97
46*u**3 + 34*v**4 - 36*w - 3,4,116.0,250,0.15,96
46*u**3 + 34*v**4 - 36*w - 3,4,116.0,250,0.1,125
46*u**3 + 34*v**4 - 36*w - 3,4,116.0,500,0.3,108
46*u**3 + 34*v**4 - 36*w - 3,4,116.0,500,0.2,151
46*u**3 + 34*v**4 - 36*w - 3,4,116.0,500,0.15,178
46*u**3 + 34*v**4 - 36*w - 3,4,116.0,750,0.15,203
46*u**3 + 34*v**4 - 36*w - 3,4,116.0,1000,0.15,270
-47*u**2 + 41*v**4 - 43*w + 40*x**2 + 1,4,171.0,250,0.3,121
-47*u**2 + 41*v**4 - 43*w + 40*x**2 + 1,4,171.0,250,0.15,143
-47*u**2 + 41*v**4 - 43*w + 40*x**2 + 1,4,171.0,250,0.1,143
-7*u**2 - 16*v - 2,2,23.0,250,0.25,30
-7*u**2 - 16*v - 2,2,23.0,250,0.2,37
-7*u**2 - 16*v - 2,2,23.0,250,0.1,46
-30*u**4 + 29*v**3 - 6*w**3 - 2,4,65.0,250,0.25,92
-30*u**4 + 29*v**3 - 6*w**3 - 2,4,65.0,250,0.2,98
-30*u**4 + 29*v**3 - 6*w**3 - 2,4,65.0,250,0.1,136
-30*u**4 + 29*v**3 - 6*w**3 - 2,4,65.0,500,0.25,177
-30*u**4 + 29*v**3 - 6*w**3 - 2,4,65.0,750,0.25,257
-48*u - 34*v**2 + 12*w**4 - 12*x - 1,4,106.0,250,0.25,153
-48*u - 34*v**2 + 12*w**4 - 12*x - 1,4,106.0,250,0.1,166
-48*u - 34*v**2 + 12*w**4 - 12*x - 1,4,106.0,500,0.25,314
-48*u - 34*v**2 + 12*w**4 - 12*x - 1,4,106.0,1000,0.2,587
-4*u**2 - 25*v - 1,2,29.0,250,0.3,44
-4*u**2 - 25*v - 1,2,29.0,250,0.25,40
-4*u**2 - 25*v - 1,2,29.0,250,0.2,48
-4*u**2 - 25*v - 1,2,29.0,250,0.15,61
-4*u**2 - 25*v - 1,2,29.0,500,0.3,45
-4*u**2 - 25*v - 1,2,29.0,500,0.15,80
-4*u**2 - 25*v - 1,2,29.0,500,0.1,93
-4*u**2 - 25*v - 1,2,29.0,750,0.25,54
-4*u**2 - 25*v - 1,2,29.0,750,0.1,122
-4*u**2 - 25*v - 1,2,29.0,1000,0.3,47
-4*u**2 - 25*v - 1,2,29.0,1000,0.2,79
-3*u**3 + 11*v**2 + 11*w - 3,3,25.0,250,0.3,83
-3*u**3 + 11*v**2 + 11*w - 3,3,25.0,250,0.25,97
-3*u**3 + 11*v**2 + 11*w - 3,3,25.0,250,0.2,97
-3*u**3 + 11*v**2 + 11*w - 3,3,25.0,250,0.15,128
-3*u**3 + 11*v**2 + 11*w - 3,3,25.0,250,0.1,145
-3*u**3 + 11*v**2 + 11*w - 3,3,25.0,500,0.25,152
-3*u**3 + 11*v**2 + 11*w - 3,3,25.0,500,0.15,190
-3*u**3 + 11*v**2 + 11*w - 3,3,25.0,500,0.1,242
-3*u**3 + 11*v**2 + 11*w - 3,3,25.0,750,0.2,230
-3*u**3 + 11*v**2 + 11*w - 3,3,25.0,1000,0.15,315
10*u**3 - 40*v**2 + 20*w + 18*x**3 + 4,3,88.0,250,0.3,106
10*u**3 - 40*v**2 + 20*w + 18*x**3 + 4,3,88.0,250,0.25,114
10*u**3 - 40*v**2 + 20*w + 18*x**3 + 4,3,88.0,250,0.2,121
10*u**3 - 40*v**2 + 20*w + 18*x**3 + 4,3,88.0,250,0.15,145
10*u**3 - 40*v**2 + 20*w + 18*x**3 + 4,3,88.0,250,0.1,168
10*u**3 - 40*v**2 + 20*w + 18*x**3 + 4,3,88.0,500,0.25,205
10*u**3 - 40*v**2 + 20*w + 18*x**3 + 4,3,88.0,500,0.2,205
10*u**3 - 40*v**2 + 20*w + 18*x**3 + 4,3,88.0,500,0.1,319
10*u**3 - 40*v**2 + 20*w + 18*x**3 + 4,3,88.0,750,0.3,228
10*u**3 - 40*v**2 + 20*w + 18*x**3 + 4,3,88.0,750,0.25,276
10*u**3 - 40*v**2 + 20*w + 18*x**3 + 4,3,88.0,750,0.1,442
10*u**3 - 40*v**2 + 20*w + 18*x**3 + 4,3,88.0,1000,0.3,335
10*u**3 - 40*v**2 + 20*w + 18*x**3 + 4,3,88.0,1000,0.1,570
-23*u + 31*v**4 - 10*w**3 - 21*x + 3,4,85.0,250,0.25,117
-23*u + 31*v**4 - 10*w**3 - 21*x + 3,4,85.0,250,0.2,147
-23*u + 31*v**4 - 10*w**3 - 21*x + 3,4,85.0,250,0.15,160
-23*u + 31*v**4 - 10*w**3 - 21*x + 3,4,85.0,250,0.1,158
48*u**3 - 44*v**2 + 37*w**3 + 4,3,129.0,250,0.2,49
48*u**3 - 44*v**2 + 37*w**3 + 4,3,129.0,500,0.3,82
48*u**3 - 44*v**2 + 37*w**3 + 4,3,129.0,500,0.25,92
48*u**3 - 44*v**2 + 37*w**3 + 4,3,129.0,750,0.15,146
48*u**3 - 44*v**2 + 37*w**3 + 4,3,129.0,750,0.1,164
20*u**3 - 40*v**4 + 37*w**3 - 5,4,97.0,250,0.2,108
20*u**3 - 40*v**4 + 37*w**3 - 5,4,97.0,250,0.1,148
20*u**3 - 40*v**4 + 37*w**3 - 5,4,97.0,500,0.25,205
20*u**3 - 40*v**4 + 37*w**3 - 5,4,97.0,750,0.15,304
20*u**3 - 40*v**4 + 37*w**3 - 5,4,97.0,750,0.1,350
-44*u - 50*v**2 + 4,2,94.0,250,0.3,14
-44*u - 50*v**2 + 4,2,94.0,250,0.25,17
-44*u - 50*v**2 + 4,2,94.0,250,0.2,22
-44*u - 50*v**2 + 4,2,94.0,250,0.15,31
-44*u - 50*v**2 + 4,2,94.0,250,0.1,41
-44*u - 50*v**2 + 4,2,94.0,500,0.25,42
-44*u - 50*v**2 + 4,2,94.0,500,0.2,28
-44*u - 50*v**2 + 4,2,94.0,500,0.15,57
-44*u - 50*v**2 + 4,2,94.0,500,0.1,45
-44*u - 50*v**2 + 4,2,94.0,750,0.25,50
-44*u - 50*v**2 + 4,2,94.0,750,0.2,54
-44*u - 50*v**2 + 4,2,94.0,750,0.15,57
-44*u - 50*v**2 + 4,2,94.0,750,0.1,74
-44*u - 50*v**2 + 4,2,94.0,1000,0.3,45
-44*u - 50*v**2 + 4,2,94.0,1000,0.25,60
-44*u - 50*v**2 + 4,2,94.0,1000,0.2,72
-44*u - 50*v**2 + 4,2,94.0,1000,0.1,79
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,250,0.3,236
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,250,0.25,237
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,250,0.2,236
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,250,0.15,250
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,250,0.1,246
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,500,0.3,437
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,500,0.25,435
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,500,0.2,464
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,500,0.15,477
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,500,0.1,494
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,750,0.3,614
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,750,0.25,652
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,750,0.2,673
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,750,0.1,746
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,1000,0.3,819
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,1000,0.25,847
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,1000,0.2,907
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,1000,0.15,956
12*u**3 - 47*v**2 - 42*w**2 + 19*x**4 - 5,4,120.0,1000,0.1,987
35*u**3 + 21*v**2 + 34*w**4 - 1,4,90.0,250,0.3,53
35*u**3 + 21*v**2 + 34*w**4 - 1,4,90.0,250,0.25,50
35*u**3 + 21*v**2 + 34*w**4 - 1,4,90.0,250,0.15,58
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,250,0.3,74
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,250,0.25,99
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,250,0.2,87
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,250,0.15,106
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,250,0.1,147
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,500,0.3,109
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,500,0.25,126
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,500,0.2,166
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,500,0.15,174
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,500,0.1,222
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,750,0.3,158
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,750,0.25,168
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,750,0.2,191
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,750,0.15,229
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,750,0.1,301
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,1000,0.3,165
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,1000,0.25,205
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,1000,0.2,243
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,1000,0.15,285
47*u**3 - 37*v**2 - 40*w**3 - 4,3,124.0,1000,0.1,348
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,250,0.3,73
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,250,0.25,95
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,250,0.2,77
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,250,0.15,125
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,250,0.1,166
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,500,0.3,102
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,500,0.25,129
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,500,0.2,135
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,500,0.1,241
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,750,0.3,114
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,750,0.25,129
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,750,0.2,183
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,750,0.15,204
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,750,0.1,352
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,1000,0.3,146
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,1000,0.25,136
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,1000,0.15,280
24*u**2 - 15*v**4 - 46*w**4 + 2,4,85.0,1000,0.1,369
22*u + 31*v**2 + 43*w - 3,2,96.0,250,0.25,77
22*u + 31*v**2 + 43*w - 3,2,96.0,250,0.2,94
22*u + 31*v**2 + 43*w - 3,2,96.0,250,0.15,106
22*u + 31*v**2 + 43*w - 3,2,96.0,250,0.1,116
22*u + 31*v**2 + 43*w - 3,2,96.0,500,0.3,127
22*u + 31*v**2 + 43*w - 3,2,96.0,500,0.25,133
22*u + 31*v**2 + 43*w - 3,2,96.0,500,0.2,148
22*u + 31*v**2 + 43*w - 3,2,96.0,500,0.15,179
22*u + 31*v**2 + 43*w - 3,2,96.0,500,0.1,217
22*u + 31*v**2 + 43*w - 3,2,96.0,750,0.3,188
22*u + 31*v**2 + 43*w - 3,2,96.0,750,0.25,194
22*u + 31*v**2 + 43*w - 3,2,96.0,750,0.2,222
22*u + 31*v**2 + 43*w - 3,2,96.0,1000,0.3,224
22*u + 31*v**2 + 43*w - 3,2,96.0,1000,0.25,236
22*u + 31*v**2 + 43*w - 3,2,96.0,1000,0.2,272
22*u + 31*v**2 + 43*w - 3,2,96.0,1000,0.15,315
8*u**4 - 29*v - 18*w**3 - 5,4,55.0,250,0.25,97
8*u**4 - 29*v - 18*w**3 - 5,4,55.0,250,0.2,116
8*u**4 - 29*v - 18*w**3 - 5,4,55.0,250,0.15,128
8*u**4 - 29*v - 18*w**3 - 5,4,55.0,250,0.1,158
8*u**4 - 29*v - 18*w**3 - 5,4,55.0,500,0.3,127
8*u**4 - 29*v - 18*w**3 - 5,4,55.0,500,0.15,216
8*u**4 - 29*v - 18*w**3 - 5,4,55.0,750,0.25,193
8*u**4 - 29*v - 18*w**3 - 5,4,55.0,750,0.15,281
8*u**4 - 29*v - 18*w**3 - 5,4,55.0,750,0.1,355
8*u**4 - 29*v - 18*w**3 - 5,4,55.0,1000,0.25,229
47*u + 27*v**3 + 4*w**4 + x + 1,4,79.0,250,0.3,119
47*u + 27*v**3 + 4*w**4 + x + 1,4,79.0,250,0.25,137
47*u + 27*v**3 + 4*w**4 + x + 1,4,79.0,500,0.3,225
47*u + 27*v**3 + 4*w**4 + x + 1,4,79.0,500,0.25,245
47*u + 27*v**3 + 4*w**4 + x + 1,4,79.0,500,0.2,258
47*u + 27*v**3 + 4*w**4 + x + 1,4,79.0,750,0.3,356
47*u + 27*v**3 + 4*w**4 + x + 1,4,79.0,750,0.25,354
47*u + 27*v**3 + 4*w**4 + x + 1,4,79.0,750,0.15,426
47*u + 27*v**3 + 4*w**4 + x + 1,4,79.0,750,0.1,442
47*u + 27*v**3 + 4*w**4 + x + 1,4,79.0,1000,0.3,452
47*u + 27*v**3 + 4*w**4 + x + 1,4,79.0,1000,0.25,493
47*u + 27*v**3 + 4*w**4 + x + 1,4,79.0,1000,0.2,521
47*u + 27*v**3 + 4*w**4 + x + 1,4,79.0,1000,0.15,531
-44*u**2 + 28*v**4 + 2,4,72.0,250,0.3,41
15*u**3 + 10*v**4 - 2,4,25.0,250,0.3,26
15*u**3 + 10*v**4 - 2,4,25.0,250,0.25,27
15*u**3 + 10*v**4 - 2,4,25.0,250,0.2,29
15*u**3 + 10*v**4 - 2,4,25.0,250,0.15,23
15*u**3 + 10*v**4 - 2,4,25.0,250,0.1,40
15*u**3 + 10*v**4 - 2,4,25.0,500,0.3,32
15*u**3 + 10*v**4 - 2,4,25.0,500,0.25,33
15*u**3 + 10*v**4 - 2,4,25.0,500,0.2,40
15*u**3 + 10*v**4 - 2,4,25.0,500,0.15,39
15*u**3 + 10*v**4 - 2,4,25.0,500,0.1,45
15*u**3 + 10*v**4 - 2,4,25.0,750,0.3,34
15*u**3 + 10*v**4 - 2,4,25.0,750,0.25,52
15*u**3 + 10*v**4 - 2,4,25.0,750,0.2,43
15*u**3 + 10*v**4 - 2,4,25.0,750,0.15,63
15*u**3 + 10*v**4 - 2,4,25.0,750,0.1,66
15*u**3 + 10*v**4 - 2,4,25.0,1000,0.3,37
15*u**3 + 10*v**4 - 2,4,25.0,1000,0.25,55
15*u**3 + 10*v**4 - 2,4,25.0,1000,0.2,57
15*u**3 + 10*v**4 - 2,4,25.0,1000,0.15,58
15*u**3 + 10*v**4 - 2,4,25.0,1000,0.1,81
18*u**2 - 43*v - 4,2,61.0,250,0.1,48
47*u**3 + 41*v - 26*w**2 - 5,3,114.0,250,0.25,99
47*u**3 + 41*v - 26*w**2 - 5,3,114.0,250,0.2,91
-29*u**2 - 39*v**4 + 1,4,68.0,250,0.3,1
-29*u**2 - 39*v**4 + 1,4,68.0,250,0.25,1
-29*u**2 - 39*v**4 + 1,4,68.0,250,0.2,1
-29*u**2 - 39*v**4 + 1,4,68.0,250,0.15,1
-29*u**2 - 39*v**4 + 1,4,68.0,250,0.1,1
-29*u**2 - 39*v**4 + 1,4,68.0,500,0.3,1
-29*u**2 - 39*v**4 + 1,4,68.0,500,0.25,1
-29*u**2 - 39*v**4 + 1,4,68.0,500,0.2,1
-29*u**2 - 39*v**4 + 1,4,68.0,500,0.15,1
-29*u**2 - 39*v**4 + 1,4,68.0,500,0.1,1
-29*u**2 - 39*v**4 + 1,4,68.0,750,0.25,1
-29*u**2 - 39*v**4 + 1,4,68.0,750,0.2,1
-29*u**2 - 39*v**4 + 1,4,68.0,750,0.15,1
-29*u**2 - 39*v**4 + 1,4,68.0,750,0.1,1
-29*u**2 - 39*v**4 + 1,4,68.0,1000,0.3,1
-29*u**2 - 39*v**4 + 1,4,68.0,1000,0.25,1
-29*u**2 - 39*v**4 + 1,4,68.0,1000,0.2,1
-29*u**2 - 39*v**4 + 1,4,68.0,1000,0.15,1
-29*u**2 - 39*v**4 + 1,4,68.0,1000,0.1,1
-48*u + 14*v + 35*w**3 + 32*x**3 + 5,3,129.0,250,0.3,108
-48*u + 14*v + 35*w**3 + 32*x**3 + 5,3,129.0,250,0.2,122
-48*u + 14*v + 35*w**3 + 32*x**3 + 5,3,129.0,250,0.15,136
-48*u + 14*v + 35*w**3 + 32*x**3 + 5,3,129.0,500,0.15,245
49*u**4 - 41*v**4 - 5,4,90.0,250,0.3,3
49*u**4 - 41*v**4 - 5,4,90.0,250,0.25,3
49*u**4 - 41*v**4 - 5,4,90.0,250,0.2,5
49*u**4 - 41*v**4 - 5,4,90.0,250,0.1,7
49*u**4 - 41*v**4 - 5,4,90.0,500,0.3,3
49*u**4 - 41*v**4 - 5,4,90.0,500,0.25,1
49*u**4 - 41*v**4 - 5,4,90.0,500,0.15,5
49*u**4 - 41*v**4 - 5,4,90.0,500,0.1,19
49*u**4 - 41*v**4 - 5,4,90.0,750,0.3,3
49*u**4 - 41*v**4 - 5,4,90.0,750,0.25,1
49*u**4 - 41*v**4 - 5,4,90.0,750,0.2,3
49*u**4 - 41*v**4 - 5,4,90.0,1000,0.3,5
42*u**4 - v**2 - 30*w**2 + 22*x**3 + 4,4,95.0,250,0.3,126
42*u**4 - v**2 - 30*w**2 + 22*x**3 + 4,4,95.0,750,0.3,336
-42*u**4 + 37*v + 5,4,79.0,250,0.3,13
-42*u**4 + 37*v + 5,4,79.0,250,0.2,24
-42*u**4 + 37*v + 5,4,79.0,250,0.1,30
-42*u**4 + 37*v + 5,4,79.0,500,0.3,24
19*u**3 + 44*v + 4,3,63.0,250,0.3,21
19*u**3 + 44*v + 4,3,63.0,250,0.2,20
19*u**3 + 44*v + 4,3,63.0,250,0.15,30
19*u**3 + 44*v + 4,3,63.0,250,0.1,33
19*u**3 + 44*v + 4,3,63.0,500,0.3,32
19*u**3 + 44*v + 4,3,63.0,500,0.25,23
19*u**3 + 44*v + 4,3,63.0,500,0.2,41
19*u**3 + 44*v + 4,3,63.0,500,0.1,59
19*u**3 + 44*v + 4,3,63.0,750,0.25,31
19*u**3 + 44*v + 4,3,63.0,750,0.15,55
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,250,0.3,159
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,250,0.25,180
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,250,0.2,195
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,250,0.15,222
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,250,0.1,222
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,500,0.25,308
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,500,0.2,319
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,500,0.1,423
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,750,0.25,398
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,750,0.2,424
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,750,0.15,500
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,750,0.1,576
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,1000,0.3,456
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,1000,0.25,534
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,1000,0.15,599
4*u + 49*v**2 - 13*w**4 + 4,4,66.0,1000,0.1,730
-50*u**3 + 41*v**4 - 18*w + 5,4,109.0,250,0.25,89
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,250,0.3,75
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,250,0.25,82
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,250,0.2,80
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,250,0.15,82
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,250,0.1,104
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,500,0.3,140
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,500,0.25,149
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,500,0.2,156
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,500,0.15,167
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,500,0.1,173
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,750,0.3,198
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,750,0.25,191
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,750,0.2,213
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,750,0.15,256
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,1000,0.3,250
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,1000,0.25,276
-47*u**2 - 13*v + 4*w**3 + 2,3,64.0,1000,0.15,336
20*u**3 + 40*v**2 - 5,3,60.0,250,0.25,30
20*u**3 + 40*v**2 - 5,3,60.0,250,0.2,29
20*u**3 + 40*v**2 - 5,3,60.0,250,0.15,39
20*u**3 + 40*v**2 - 5,3,60.0,250,0.1,46
20*u**3 + 40*v**2 - 5,3,60.0,500,0.3,42
20*u**3 + 40*v**2 - 5,3,60.0,750,0.25,50
20*u**3 + 40*v**2 - 5,3,60.0,750,0.2,55
20*u**3 + 40*v**2 - 5,3,60.0,750,0.15,60
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,250,0.3,81
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,250,0.25,93
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,250,0.2,129
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,250,0.15,140
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,250,0.1,170
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,500,0.3,159
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,500,0.25,150
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,500,0.2,177
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,500,0.15,233
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,500,0.1,335
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,750,0.3,194
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,750,0.25,214
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,750,0.15,316
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,1000,0.3,292
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,1000,0.25,264
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,1000,0.2,311
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,1000,0.15,375
-4*u - 50*v**3 - 12*w**2 - 24*x**3 - 2,3,90.0,1000,0.1,531
-24*u**3 - 10*v**3 - 37*w**2 + 2,3,71.0,250,0.3,59
-24*u**3 - 10*v**3 - 37*w**2 + 2,3,71.0,250,0.25,63
-24*u**3 - 10*v**3 - 37*w**2 + 2,3,71.0,250,0.15,68
-24*u**3 - 10*v**3 - 37*w**2 + 2,3,71.0,250,0.1,80
-24*u**3 - 10*v**3 - 37*w**2 + 2,3,71.0,500,0.3,104
-24*u**3 - 10*v**3 - 37*w**2 + 2,3,71.0,750,0.25,161
-24*u**3 - 10*v**3 - 37*w**2 + 2,3,71.0,750,0.1,204
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,250,0.3,21
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,250,0.25,17
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,250,0.2,28
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,250,0.15,42
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,250,0.1,98
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,500,0.3,14
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,500,0.25,24
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,500,0.2,35
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,500,0.15,48
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,500,0.1,101
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,750,0.3,24
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,750,0.25,32
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,750,0.2,42
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,750,0.1,118
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,1000,0.3,21
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,1000,0.25,34
10*u**3 - 6*v**3 + 24*w**3 - 4,3,40.0,1000,0.2,38
